"","rent","size","lift","balcony","terrace","is_house","slope","highway","rail_stati","sun_eve","X","Y"
"1",2236,110,0,0,0,0,0.025161,0,2.076,271.39,678669,251921
"2",1240,49,0,0,0,0,0.005674,0,1.621,241.03,685440,251560
"3",1490,90,0,0,0,0,0.03932,0,0.479,320.54,690550,263664
"4",1350,77,0,0,0,0,0.0107,0,0.407,226.46,701294,247131
"5",794,25,0,0,0,0,0.023873,0,0.192,207.2,683575,252520
"6",1104,72,0,0,0,0,0.006404,0,0.601,225.17,681212,258737
"7",1450,71,0,0,0,0,0.060626,0,0.605,55.68,681505,242278
"8",2070,115,0,0,0,0,0.016386,0,1.79,248.16,677272,256135
"9",2920,141,0,0,0,0,0.053511,0,1.089,132.61,683078,242814
"10",3800,84,0,0,0,0,0.004501,0,0.241,191.6,682685,246655
"11",2290,85,1,1,0,0,0.085326,0,2.655,389.88,672191,253812
"12",2840,135,0,0,0,0,0.084992,0,0.788,126.89,688336,234734
"13",2910,150,1,0,1,0,0.01628,0,0.711,268.93,704004,243402
"14",1390,72,0,0,0,0,0.038181,0,2.254,172.64,690066,245686
"15",1390,58,0,0,0,0,0.056158,0,1.554,372.48,676185,247595
"16",2185,104,0,0,0,0,0.066936,0,3.005,333.41,684688,259203
"17",1350,73,0,0,0,0,0.103139,0,0.982,76.62,671649,250491
"18",2290,101,0,0,0,0,0.066175,0,0.507,384.27,697601,233075
"19",1320,67,0,0,0,0,0.008305,0,0.46,239.5,679395,249050
"20",1940,138,0,0,0,0,0.051935,0,0.791,299.1,694991,247328
"21",1570,73,0,0,0,0,0.003245,0,0.592,242,689448,251190
"22",2400,141,0,0,0,0,0.01946,0,1.87,234.82,700632,234360
"23",1620,98,0,0,0,0,0.074415,0,1.731,302.07,676928,256395
"24",3400,155,0,0,0,0,0.079685,0,1.18,455.82,685030,247140
"25",1281,60,0,0,0,0,0.049917,0,0.62,285.85,687599,252159
"26",900,23,0,0,0,0,0.049355,0,1.166,328,685065,246755
"27",1312,66,0,0,0,0,0.015183,0,0.505,264.4,678857,259570
"28",1700,73,0,0,0,0,0.01027,0,0.807,225.13,675521,244902
"29",1300,42,0,0,0,0,0.012171,0,0.455,301.19,683485,247745
"30",2500,83,0,0,0,0,0.009938,0,0.893,261,684315,245750
"31",900,29,0,0,0,0,0.068037,0,1.111,133.89,685650,245715
"32",1834,65,0,0,0,0,0.078519,0,2.185,268.97,673245,253158
"33",1956,90,0,0,0,0,0.012801,0,0.764,214.07,692680,249398
"34",2650,140,1,1,0,0,0.03054,0,0.621,305.38,677503,233642
"35",2750,119,1,0,0,0,0.009492,0,0.345,169.16,694431,240102
"36",1530,89,0,1,0,0,0.006058,0,1.711,245.24,685205,252165
"37",1310,59,0,0,0,0,0.037442,0,0.583,162.38,685072,254249
"38",1670,97,0,0,0,0,0.011286,0,0.382,253.82,693834,247408
"39",1120,55,0,0,0,0,0.011797,0,0.705,268.64,674564,249704
"40",1290,60,0,0,0,0,0.015551,0,0.85,233.91,683755,253590
"41",1345,62,0,0,0,0,0.002998,0,0.673,242,681307,258743
"42",2227,140,0,0,0,0,0.04816,0,1.014,137.84,687072,256759
"43",1490,90,0,0,0,0,0.024769,0,0.524,257.99,690499,263654
"44",1390,64,1,0,0,0,0.013918,0,0.715,271.83,674559,249717
"45",1685,101,0,1,0,0,0.051668,1,1.736,329.97,673177,252714
"46",2340,150,0,1,0,0,0.022213,0,1.567,181.52,681151,264063
"47",2650,75,0,1,0,0,0.034054,0,0.193,295.48,682490,249665
"48",3900,180,0,0,0,0,0.075819,0,0.634,99.34,682135,245760
"49",1856,86,1,1,0,0,0.07597,0,0.66,95.95,676606,259071
"50",1489,70,1,1,0,0,0.019696,0,0.681,176.26,676784,258954
"51",1670,85,1,1,0,0,0.01609,0,0.812,204.29,689163,253610
"52",1772,92,0,0,0,0,0.004342,0,0.454,238.81,691657,248999
"53",2400,134,1,1,0,0,0.03054,0,0.621,305.38,677503,233642
"54",2200,140,1,0,0,0,0.03054,0,0.621,305.38,677503,233642
"55",1310,59,0,1,0,0,0.038451,0,1.245,269.1,683265,253845
"56",2240,98,0,0,0,0,0.02885,0,1.915,326.73,694101,251588
"57",2020,114,0,0,0,0,0.0433,0,1.255,265.28,677923,240951
"58",3230,123,0,0,0,0,0.066175,0,0.507,384.27,697601,233075
"59",654,30,0,0,0,0,0.014104,0,0.725,263.73,680446,258933
"60",733,28,0,0,0,0,0.049894,0,0.592,188.72,694097,254083
"61",1455,80,0,0,0,0,0.085832,0,0.306,29.4,681255,241570
"62",1420,80,0,0,0,0,0.011171,0,1.185,248.67,673840,251722
"63",2880,135,0,0,0,0,0.070982,0,0.761,134.43,688313,234749
"64",1995,99,0,0,0,0,0.037549,0,0.937,295.9,695761,234770
"65",1543,80,0,1,0,0,0.066268,0,0.623,7.55,681848,239970
"66",2550,118,1,0,0,0,0.068734,0,0.816,162.54,691883,233153
"67",3100,210,1,1,0,0,0.019092,0,2.38,276.85,683559,262080
"68",2550,145,0,1,0,0,0.013708,0,1.711,232.09,698756,242862
"69",2037,95,1,1,0,0,0.027461,0,2.112,180.05,689546,245923
"70",2051,116,0,1,0,0,0.002607,0,1.072,242,689905,253508
"71",1559,75,0,1,0,0,0.009587,0,0.992,267,682836,263317
"72",2010,108,0,0,0,0,0.012091,0,0.465,251.02,688669,252625
"73",2033,114,1,1,0,0,0.044304,0,1.882,189.79,676118,254527
"74",1890,87,1,0,0,0,0.009492,0,0.345,169.16,694431,240102
"75",2330,101,1,0,0,0,0.009492,0,0.345,169.16,694431,240102
"76",1990,117,1,1,0,0,0.005066,0,0.625,242,682865,273779
"77",2400,138,1,1,0,0,0.045163,0,1.167,365.61,708185,235830
"78",2400,138,1,1,0,0,0.045163,0,1.167,365.61,708185,235830
"79",1410,44,1,1,0,0,0.003147,0,0.489,239,676567,250155
"80",1242,48,1,1,0,0,0.003147,0,0.489,239,676567,250155
"81",2790,160,0,1,0,0,0.021396,0,1.46,257.75,675653,251690
"82",1590,77,0,1,0,0,0.061005,0,1.515,278.16,676675,251702
"83",1840,100,0,1,0,0,0.001159,0,1.676,249.2,690694,251665
"84",1965,95,0,1,0,0,0.070394,1,0.315,121.98,692179,242291
"85",2230,159,1,1,0,0,0.035369,0,2.946,327,704617,247509
"86",1951,100,0,1,0,0,0.011038,0,3.449,184.13,678023,263193
"87",1410,87,0,1,0,0,0.012769,0,0.616,269.12,679774,259423
"88",1900,139,1,1,0,0,0.007988,0,0.701,259.1,697009,262569
"89",1390,75,1,0,0,0,0.001554,0,0.84,220,682360,248120
"90",1545,65,1,0,0,0,0.011646,0,0.308,165.95,681705,246530
"91",1378,50,0,1,0,0,0.032254,0,1.202,174.24,678890,248370
"92",1575,81,0,1,0,0,0.022057,0,0.436,280.09,683730,252170
"93",1490,60,0,1,0,0,0.012082,0,0.551,222.25,683875,252880
"94",8800,215,1,0,0,0,0.137491,0,1.464,492.17,684630,248415
"95",3800,130,1,1,0,0,0.005753,0,0.263,190.29,682705,246665
"96",1559,75,0,0,0,0,0.01501,0,0.578,273.56,703873,243227
"97",1990,130,1,1,0,0,0.02764,0,3.047,279.77,704656,246359
"98",4500,110,1,1,0,0,0.069482,0,1.396,349.92,684595,248155
"99",3400,120,1,1,0,0,0.004761,0,0.777,208.93,681705,248085
"100",2630,125,0,0,0,0,0.024164,0,0.548,185.11,683004,251568
"101",1675,64,0,0,0,0,0.046619,0,1.47,268.13,676072,251770
"102",4620,154,0,1,0,0,0.054399,0,0.197,363.97,687693,238934
"103",1575,81,0,0,0,0,0.022057,0,0.436,280.09,683730,252170
"104",900,23,1,0,0,0,0.010855,0,0.594,214.8,681005,247110
"105",1250,67,0,0,0,0,0.069404,0,0.771,391.58,694359,262366
"106",2050,95,0,0,0,0,0.076223,0,0.735,382.99,694467,235467
"107",1575,80,0,0,0,0,0.046016,0,1.234,139.8,700141,259267
"108",1900,111,0,0,0,0,0.027511,0,1.085,242.67,683445,253745
"109",1595,71,0,0,0,0,0.01999,0,0.689,164.49,674114,248360
"110",2000,114,0,0,0,0,0.023349,0,1.8,196.13,700692,234319
"111",950,25,1,0,0,0,0.003517,0,0.94,219.9,680630,248260
"112",2700,105,0,1,0,0,0.040841,0,1.388,182.77,688253,242390
"113",2420,121,0,0,0,0,0.045658,0,1.633,314.24,676928,251708
"114",1558,100,0,0,0,0,0.016548,0,2.663,271.45,696729,241300
"115",4900,150,0,0,0,0,0.001112,0,0.44,220,682878,247800
"116",1600,61,1,0,0,0,0.009492,0,0.345,169.16,694431,240102
"117",3160,133,1,0,0,0,0.009492,0,0.345,169.16,694431,240102
"118",1720,114,0,1,0,0,0.010263,0,0.312,238.67,671558,256709
"119",1664,82,1,1,0,0,0.028747,0,1.309,214.72,677371,249985
"120",1550,86,1,1,0,0,0.004483,0,0.921,220.52,686966,263206
"121",1450,88,0,0,0,0,0.038181,0,2.254,172.64,690066,245686
"122",1550,93,0,1,0,0,0.072957,0,2.78,112.89,697481,235883
"123",2250,76,0,1,0,0,0.017308,0,2.488,224.45,675014,252539
"124",2050,190,0,1,0,0,0.022515,0,1.614,196.75,679403,242386
"125",2140,106,0,0,0,0,0.026634,0,0.681,304.13,683242,264713
"126",1980,130,1,1,0,0,0.003438,0,0.679,187.57,705657,255586
"127",2600,103,0,1,0,0,0.061291,0,0.436,355.51,689128,237112
"128",2500,212,1,0,0,0,0.075268,0,1.155,111.49,712519,236101
"129",2250,115,0,1,0,0,0.06333,0,1.205,162.58,712538,236044
"130",2600,126,0,1,0,0,0.014031,0,0.277,282.61,679396,259396
"131",1920,120,0,1,0,0,0.031426,0,0.775,165.43,702448,240939
"132",1830,87,1,0,0,0,0.009742,0,1.307,251.5,701902,264187
"133",1890,112,1,0,0,0,0.044326,0,0.979,157.53,687938,252281
"134",3050,142,0,0,0,0,0.017601,0,0.966,222.69,683455,250835
"135",1390,61,1,1,0,0,0.039858,0,0.344,148.07,679780,246835
"136",1950,106,0,1,0,0,0.06333,0,1.205,162.58,712538,236044
"137",2310,128,0,0,0,0,0.084992,0,0.788,126.89,688336,234734
"138",1255,74,0,0,0,0,0.043867,0,0.629,202.02,675678,249833
"139",3400,100,0,0,0,0,0.062566,0,1.951,356.72,685300,248159
"140",1950,135,1,1,0,0,0.021756,0,0.777,195.9,679885,260810
"141",1072,53,0,0,0,0,0.014239,0,0.365,201.85,684988,254024
"142",1450,89,0,0,0,0,0.048834,0,0.996,265.01,675790,257103
"143",1420,67,0,0,0,0,0.067702,0,0.475,0,681878,239820
"144",1573,85,0,0,0,0,0.076702,0,0.251,97.62,681595,241458
"145",2050,101,0,0,0,0,0.019869,0,0.737,207.19,679952,260794
"146",2680,125,0,0,0,0,0.066175,0,0.507,384.27,697601,233075
"147",1600,90,1,0,0,0,0.005684,0,0.765,216.7,681330,247810
"148",1590,105,1,1,0,0,0.007637,0,1.279,234.34,687155,262901
"149",4250,170,1,0,0,0,0.042221,0,0.536,325.52,683545,247690
"150",1700,60,1,0,0,0,0.01019,0,0.899,263.79,684255,245715
"151",2300,140,1,1,0,0,0.009983,0,0.318,225.61,689135,250424
"152",1270,60,0,1,0,0,0.030762,0,0.601,115.53,679495,247065
"153",1500,80,0,0,0,0,0.027511,0,1.085,242.67,683445,253745
"154",1605,84,0,0,0,0,0.027284,0,0.83,301.4,689915,252955
"155",1699,113,0,1,0,0,0.021567,0,0.319,170.64,691307,263413
"156",2570,125,1,1,0,1,0.010492,0,0.377,232.06,689078,250403
"157",1685,90,1,1,0,0,0.047253,0,0.469,313.67,675803,245461
"158",1700,118,0,0,0,0,0.012153,0,1.538,198.29,679337,242249
"159",571,36,0,0,0,0,0.038335,0,1.913,352.13,691289,255799
"160",2000,104,0,0,0,0,0.0241,0,0.752,215.05,692716,249331
"161",1491,130,0,0,0,0,0.007526,0,1.355,244.5,693340,249447
"162",1746,94,0,0,0,0,0.014895,0,0.678,268.31,692683,249246
"163",1380,83,0,0,0,0,0.023148,0,0.698,271.24,675715,256771
"164",1530,86,0,0,0,0,0.078777,0,0.536,0,681743,240066
"165",590,29,0,0,0,0,0.073596,0,0.552,0,681869,239901
"166",654,30,0,0,0,0,0.014104,0,0.725,263.73,680446,258933
"167",1990,125,0,0,0,0,0.066889,0,1.425,379.34,682015,259044
"168",2715,82,0,1,0,0,0.066991,0,0.399,377.45,686332,242622
"169",1620,80,0,0,0,0,0.002205,0,0.973,242,677603,255388
"170",2215,100,1,1,0,0,0.05672,0,0.66,276.45,687636,252178
"171",2230,107,1,0,0,0,0.002324,0,0.637,219.3,678670,249405
"172",2369,120,0,0,0,0,0.044677,0,1.876,326.74,674519,236009
"173",1650,116,0,1,0,0,0.034985,0,1.281,229.5,681745,253200
"174",1133,70,0,1,0,0,0.073524,0,1.212,368.66,708199,236022
"175",1350,79,0,0,0,0,0.005063,0,0.292,244.5,699717,263968
"176",900,55,0,1,0,0,0.027021,0,0.269,199.56,684446,253712
"177",1389,103,0,0,0,0,0.013245,0,0.793,267.94,680444,259009
"178",1515,74,1,0,0,0,0.022762,0,0.446,281.25,683725,252185
"179",1770,94,1,0,0,0,0.022762,0,0.446,281.25,683725,252185
"180",1733,88,0,1,0,0,0.010261,0,0.949,256.04,686151,252425
"181",5740,195,1,0,0,0,0.050984,0,0.452,302.76,682353,244890
"182",1900,100,0,1,0,0,0.022559,0,0.166,267.88,706936,243804
"183",1550,90,1,1,0,0,0.038442,0,0.585,125.21,702393,241122
"184",1550,91,0,1,0,0,0.032133,0,0.531,130.85,702380,241175
"185",2260,113,0,0,0,0,0.01164,0,0.319,262.55,683330,252070
"186",3575,165,0,0,0,0,0.008524,0,0.347,253.06,683295,252080
"187",2340,90,1,1,0,0,0.066092,0,1.025,64.35,682785,251065
"188",2290,130,0,0,0,0,0.06148,0,0.475,84.72,682123,240385
"189",3120,154,1,0,0,0,0.061466,0,1.522,374.82,678206,243768
"190",811,31,1,1,0,0,0.033478,0,0.598,189.65,683920,251375
"191",2509,130,0,0,0,0,0.00846,0,0.441,248.73,675410,245259
"192",1390,79,1,1,0,0,0.102299,0,0.732,70.67,694134,227936
"193",1620,100,1,1,0,0,0.050149,0,0.578,162.97,694208,227771
"194",2750,156,1,0,0,0,0.089505,0,2.722,455.73,683376,261663
"195",1685,100,0,1,0,0,0.084867,0,2.886,147.38,689788,247173
"196",1405,87,0,0,0,0,0.142764,0,0.942,71.32,690290,233845
"197",1780,101,1,0,0,0,0.009006,0,1.253,254.4,693349,248796
"198",1850,103,1,0,0,0,0.009006,0,1.253,254.4,693349,248796
"199",1970,103,1,0,0,0,0.009006,0,1.253,254.4,693349,248796
"200",2100,93,1,1,0,0,0.009006,0,1.253,254.4,693349,248796
"201",2180,117,1,0,0,0,0.009006,0,1.253,254.4,693349,248796
"202",2370,116,1,0,0,0,0.009006,0,1.253,254.4,693349,248796
"203",2350,117,1,0,0,0,0.009006,0,1.253,254.4,693349,248796
"204",2500,96,1,1,0,0,0.009006,0,1.253,254.4,693349,248796
"205",3020,149,0,0,0,0,0.073399,0,1.88,233.27,687490,246680
"206",1410,58,0,0,0,0,0.049011,0,0.432,121.95,681105,245525
"207",658,61,0,0,0,0,0.019228,0,1.074,216.64,686922,263012
"208",1450,64,0,0,0,0,0.002324,0,1.364,220,686215,250885
"209",2400,132,0,0,0,0,0.074903,0,0.783,258.04,675410,257054
"210",1391,60,0,0,0,0,0.002648,0,0.502,240.46,689834,250347
"211",2080,98,0,0,0,0,0.004284,0,0.523,242,696331,261669
"212",4960,170,0,0,0,0,0.097504,0,0.477,462.2,685140,244665
"213",2170,120,0,1,0,0,0.064389,0,2.497,110.47,690680,245548
"214",1320,74,0,0,0,0,0.024769,0,0.524,257.99,690499,263654
"215",1320,74,0,0,0,0,0.090082,0,0.435,356.65,690592,263650
"216",2350,141,0,0,0,0,0.000211,0,0.77,242,701010,247441
"217",2550,120,0,1,0,0,0.009494,0,3.891,204.33,677935,266016
"218",2264,60,0,0,0,0,0.086284,0,1.148,397.05,684150,248745
"219",3250,120,1,1,0,0,0.033754,0,0.182,293.55,682480,249675
"220",1750,120,0,1,0,0,0.030135,0,2.14,174.75,689542,245973
"221",1690,52,0,0,0,0,0.072858,0,1.249,412.3,684825,247640
"222",1140,60,0,1,0,0,0.019519,0,1.547,161.25,678760,248050
"223",1250,40,0,1,0,0,0.057126,0,0.083,111.76,694183,240203
"224",1050,26,1,0,0,0,0.003519,0,0.449,242,683437,247719
"225",678,25,0,1,0,0,0.025609,0,0.142,159.65,680675,246740
"226",650,25,1,0,0,0,0.003846,0,0.15,215.79,681907,247450
"227",1600,57,0,1,0,0,0.022261,0,1.087,189.06,682420,251920
"228",796,30,1,1,0,0,0.003718,0,0.764,224.5,686860,250740
"229",2330,91,1,1,0,0,0.065105,0,0.449,360.51,687593,240317
"230",815,30,0,0,0,0,0.05745,0,1.273,337.61,679610,250735
"231",1230,55,0,1,0,0,0.020628,0,1.031,235.18,683070,250385
"232",916,59,0,0,0,0,0.011606,0,0.692,234.17,672217,251109
"233",900,60,0,0,0,0,0.004174,0,0.95,220,674293,249117
"234",810,40,0,0,0,0,0.129407,0,0.269,375.15,682480,249900
"235",2648,104,0,0,0,0,0.031578,0,0.727,161.65,682390,245325
"236",1775,112,0,1,0,0,0.012553,0,0.013,203.16,672490,249991
"237",1480,100,0,0,0,0,0.01977,0,1.001,222.99,683020,250395
"238",560,26,0,1,0,0,0.082271,0,1.064,263.37,681294,250048
"239",706,32,1,0,0,0,0.028876,0,1.188,162.09,679090,247520
"240",1280,52,1,0,0,0,0.008036,0,0.495,211.76,681410,247370
"241",1931,100,0,0,0,0,0.090222,0,0.433,102.42,695167,238698
"242",2100,114,0,0,0,0,0.093959,0,2.045,286.02,673354,252994
"243",1520,81,0,0,0,0,0.058022,0,1.937,269.04,678199,251094
"244",2800,118,1,0,0,0,0.050144,0,2.434,136.46,691085,244955
"245",843,33,1,1,0,0,0.004682,0,0.53,220,681970,247825
"246",1679,91,0,1,0,0,0.023724,0,1.041,249.3,690499,255424
"247",1870,97,0,1,0,0,0.011716,0,0.437,264.53,685137,253819
"248",2080,110,0,0,0,0,0.035292,0,0.869,323.36,680237,260968
"249",1900,97,0,0,0,0,0.016478,0,0.86,278.58,695458,266853
"250",1100,64,0,0,0,0,0.026616,0,0.528,277.33,698402,261875
"251",2530,135,0,0,0,0,0.023357,0,0.595,265.24,699089,264005
"252",2170,124,1,0,0,0,0.007673,0,0.375,229.21,702327,242074
"253",2070,124,1,1,0,0,0.007673,0,0.375,229.21,702327,242074
"254",2110,124,1,1,0,0,0.007673,0,0.375,229.21,702327,242074
"255",2150,124,1,1,0,0,0.007673,0,0.375,229.21,702327,242074
"256",2760,132,1,0,0,0,0.007673,0,0.375,229.21,702327,242074
"257",1830,106,1,0,0,0,0.007673,0,0.375,229.21,702327,242074
"258",2370,140,1,1,0,0,0.007673,0,0.375,229.21,702327,242074
"259",2410,140,1,1,0,0,0.007673,0,0.375,229.21,702327,242074
"260",1835,96,0,1,0,0,0.027217,0,0.156,238.87,707250,235441
"261",1391,82,0,0,0,0,0.081643,0,2.362,121.73,690913,245086
"262",1140,71,0,0,0,0,0.07275,0,0.76,122.57,676640,258931
"263",1950,87,1,1,0,0,0.007644,0,0.566,267,697287,262189
"264",2480,140,1,1,0,0,0.007673,0,0.375,229.21,702327,242074
"265",1460,55,0,0,0,0,0.013292,0,0.328,187.6,681760,246500
"266",3700,155,1,0,0,1,0.072814,0,1.027,390.93,676900,237434
"267",1950,110,0,0,0,0,0.113815,0,1.086,239.24,690153,255835
"268",1595,92,0,0,0,0,0.001596,0,1.106,242,689925,253537
"269",1500,90,0,1,0,0,0.079445,0,2.21,456.74,696798,249291
"270",2085,171,1,0,0,0,0.026555,0,0.092,141.8,691841,282171
"271",3400,160,1,1,0,0,0.084799,0,1.356,111.65,692290,232049
"272",7000,175,1,0,0,0,0.044554,0,0.721,346.37,686369,244152
"273",4800,185,0,0,0,1,0.10868,0,0.194,378.86,678086,245757
"274",2264,149,0,1,0,0,0.031831,0,3.363,178.92,687206,260712
"275",1425,76,0,1,0,0,0.002834,0,0.8,219.1,682150,248060
"276",1680,77,0,1,0,0,0.03194,0,2.892,175.64,690542,246464
"277",1400,106,0,1,0,0,0.005932,0,0.34,244.15,682975,273516
"278",2400,122,1,1,0,0,0.039208,0,0.46,184.39,699442,232956
"279",2400,140,0,0,0,0,0.018378,0,0.392,239.02,684202,254255
"280",1650,67,0,1,0,0,0.017916,0,0.218,195.2,686314,264113
"281",1350,70,0,0,0,0,0.006267,0,0.775,237,688171,250124
"282",2400,150,0,1,0,0,0.00898,0,1.285,258.31,705927,237117
"283",1430,95,0,1,0,0,0.046026,0,0.34,161.66,676184,260114
"284",1350,65,0,1,0,0,0.03905,0,1.292,159.52,681821,259092
"285",740,54,1,1,0,0,0.005301,0,2.426,242,681091,262484
"286",1440,70,0,1,0,0,0.00724,0,0.615,214.49,681695,247880
"287",1620,98,0,0,0,0,0.060715,0,1.75,296.28,676949,256359
"288",1569,97,0,0,0,0,0.017505,0,2.086,179.14,691093,247073
"289",1450,72,0,0,0,0,0.043044,0,1.269,134.56,697557,260881
"290",3200,147,1,1,0,0,0.130838,0,0.813,434.41,677755,233694
"291",2900,140,1,1,0,0,0.130838,0,0.813,434.41,677755,233694
"292",3300,147,1,1,0,0,0.130838,0,0.813,434.41,677755,233694
"293",4000,140,1,1,0,0,0.130838,0,0.813,434.41,677755,233694
"294",3990,131,0,0,0,0,0.131347,0,1.317,443.8,684315,248800
"295",1370,94,0,0,0,0,0.105142,0,0.8,74.04,687702,234273
"296",2750,189,0,0,0,0,0.042604,0,0.199,253.27,697228,233153
"297",2300,80,0,0,0,0,0.002529,0,0.326,242,681615,249045
"298",3400,200,1,0,0,0,0.006897,0,0.595,269.02,697392,261840
"299",1250,67,0,0,0,0,0.056272,0,0.772,344.44,694368,262422
"300",900,47,1,0,0,0,0.016587,1,0.543,204.14,694114,262325
"301",1200,90,0,0,0,0,0.017798,0,1.289,251.9,706207,234471
"302",3900,190,1,0,0,0,0.046289,0,1.285,153.58,694448,230660
"303",1340,59,1,1,0,0,0.039858,0,0.344,148.07,679780,246835
"304",5300,173,1,1,0,0,0.112419,0,1.407,353.28,685155,247435
"305",1320,74,0,0,0,0,0.03932,0,0.479,320.54,690550,263664
"306",730,26,0,0,0,0,0.015551,0,0.85,233.91,683755,253590
"307",2062,75,0,0,0,0,0.028894,0,2.074,281.89,678695,251879
"308",1282,80,0,0,0,0,0.03394,0,0.43,192.68,685797,255364
"309",972,45,0,0,0,0,0.030611,0,0.789,319.29,686943,256573
"310",2500,110,1,1,0,0,0.029991,0,1.108,230.49,684204,250944
"311",884,53,0,1,0,0,0.074652,0,1.167,382.73,708156,236043
"312",1650,72,0,1,0,0,0.005259,0,0.803,210.3,672190,251376
"313",2700,188,0,0,0,1,0.016557,0,0.206,251.31,675161,256502
"314",1555,115,1,1,0,0,0.005045,0,1.626,267,695231,244502
"315",2900,110,0,1,0,0,0.023644,0,0.664,285.35,689170,244342
"316",2320,125,1,0,0,0,0.025365,0,0.25,215.26,683961,247042
"317",1957,117,1,0,0,0,0.023968,0,0.761,185.87,688562,253338
"318",2995,125,1,1,0,0,0.003579,0,0.141,220,682160,247220
"319",1900,116,0,1,0,0,0.028915,0,1.314,232,681785,253175
"320",1207,75,0,1,0,0,0.106019,0,0.236,213.77,685614,255101
"321",2930,123,1,0,0,0,0.034105,0,1.107,199.97,692154,233038
"322",2210,93,1,0,0,0,0.034105,0,1.107,199.97,692154,233038
"323",2000,121,0,1,0,0,0.048886,0,1.295,207.56,672974,255334
"324",3600,135,1,1,0,0,0.026842,0,0.519,151.1,685067,238498
"325",1400,74,0,1,0,0,0.070462,0,0.943,91.94,687757,234124
"326",1075,50,1,1,0,0,0.016354,0,0.398,201.25,680703,252558
"327",1755,90,1,1,0,0,0.020665,1,1.143,245.25,684025,250785
"328",1410,59,0,0,0,0,0.003795,0,0.256,220,681897,247556
"329",3500,170,0,0,0,1,0.068402,0,0.435,74.79,681922,240226
"330",2230,128,1,1,0,0,0.001588,0,0.883,242,689951,251290
"331",2430,128,1,1,0,0,0.001588,0,0.883,242,689951,251290
"332",2440,128,1,0,0,0,0.001588,0,0.883,242,689951,251290
"333",1900,105,0,1,0,0,0.070394,1,0.315,121.98,692179,242291
"334",2500,132,0,0,0,1,0.086668,0,0.924,430.68,686713,256869
"335",1833,102,0,0,0,0,0.072957,0,2.78,112.89,697481,235883
"336",1970,125,1,1,0,0,0.040271,0,0.894,224.31,686730,263136
"337",2050,140,0,0,1,0,0.011319,0,1.208,254.62,682429,274204
"338",1745,78,0,0,0,0,0.061733,0,0.609,0,681821,239941
"339",3350,155,0,1,0,0,0.028506,0,2.881,249.55,690360,246240
"340",3200,140,1,1,0,0,0.02707,0,0.312,145.7,695229,238888
"341",1150,60,0,1,0,0,0.010266,0,0.894,272.12,680332,259062
"342",1690,78,0,0,0,0,0.030555,0,0.319,185.76,683740,252010
"343",3800,201,1,1,0,0,0.009809,0,3.493,186.74,678081,263205
"344",2100,88,0,0,0,0,0.068526,0,0.507,401.74,683460,248535
"345",1670,81,0,0,0,0,0.004688,0,0.829,251.8,689688,253385
"346",1830,102,0,0,0,0,0.002436,0,0.858,242.51,689707,253406
"347",2290,130,0,0,0,0,0.002436,0,0.858,242.51,689707,253406
"348",3300,174,0,0,0,1,0.096778,0,0.64,384.1,675739,245157
"349",1500,74,1,1,0,0,0.022057,0,0.436,280.09,683730,252170
"350",1410,90,1,1,0,0,0.102299,0,0.732,70.67,694134,227936
"351",1620,100,1,1,0,0,0.038446,0,0.604,285.68,694263,227999
"352",2300,101,0,0,0,0,0.066175,0,0.507,384.27,697601,233075
"353",1000,70,0,0,0,0,0.016502,0,0.946,197.71,694043,254433
"354",2227,127,1,1,0,0,0.047638,0,0.312,142.78,695042,229809
"355",2065,122,0,0,0,0,0.066077,0,0.724,345.87,707811,235262
"356",1316,80,1,1,0,0,0.047285,0,0.728,218.56,694044,227882
"357",1180,74,1,1,0,0,0.026144,0,0.647,269.57,694196,227994
"358",1830,87,1,0,0,0,0.009742,0,1.307,251.5,701902,264187
"359",2100,107,1,1,0,0,0.009742,0,1.307,251.5,701902,264187
"360",5500,168,0,1,0,0,0.130411,0,0.311,31.35,683655,242292
"361",1600,100,0,1,0,0,0.011485,0,0.66,247,687010,256252
"362",1275,69,0,0,0,0,0.032845,0,0.118,253.15,696384,238317
"363",1620,61,0,0,0,0,0.006871,0,0.455,240.3,679273,249046
"364",1298,54,0,1,0,0,0.045871,0,0.714,94.8,679405,247150
"365",1800,102,0,1,0,0,0.015094,0,0.202,195.74,686334,264115
"366",2480,158,0,1,0,0,0.074829,0,1.365,345.46,701520,242987
"367",1280,70,0,1,0,0,0.002201,0,0.501,262.47,698911,261199
"368",1626,110,0,0,0,0,0.032646,0,0.534,191.47,685720,254773
"369",1540,82,0,1,0,0,0.010948,0,0.174,123.4,682970,238935
"370",2850,176,0,1,0,0,0.07253,0,1.103,309.44,678604,253577
"371",1626,110,0,0,0,0,0.032646,0,0.534,191.47,685720,254773
"372",1690,75,0,1,0,0,0.015215,0,0.441,223.89,685120,253665
"373",3500,168,1,1,0,0,0.029316,0,0.987,297.86,696951,260925
"374",2777,134,1,0,0,0,0.005806,0,0.986,251.5,697953,261974
"375",810,30,0,0,0,0,0.023967,0,0.403,211.6,683745,251480
"376",1350,75,0,0,0,0,0.010528,0,0.389,237.87,701311,247112
"377",1791,84,1,1,0,0,0.069342,0,1.65,307.84,676845,256433
"378",1590,100,0,1,0,0,0.02228,0,2.904,191.86,690589,246420
"379",1023,60,1,1,0,0,0.00553,0,0.658,246,680750,248700
