"","rent","size","lift","balcony","terrace","is_house","slope","highway","rail_stati","sun_eve","X","Y"
"6761",2030,125,1,1,0,0,0.004459,0,0.871,223.5,682110,248295
"6762",2260,120,0,1,0,0,0.116104,0,0.553,151.1,687701,234647
"6763",1505,84,0,1,0,0,0.122813,0,0.292,0,681509,241029
"6764",2095,98,0,1,0,0,0.065526,0,0.354,53.16,681370,241653
"6765",1990,125,0,1,0,0,0.015669,0,1.071,219.28,677873,241131
"6766",1870,133,0,1,0,0,0.021045,0,0.591,287.04,689698,250090
"6767",2650,145,0,0,0,1,0.053272,0,2.294,176.55,689350,246377
"6768",1775,87,0,1,0,0,0.034475,0,0.34,314,686199,241925
"6769",1704,95,1,1,0,0,0.055112,0,1.823,317.88,673146,252806
"6770",1540,66,1,1,0,0,0.011257,0,0.912,238.6,683705,253460
"6771",1450,83,0,1,0,0,0.033628,0,0.747,299.87,695288,267092
"6772",1874,104,0,0,0,0,0.012393,0,2.555,262.14,671935,253366
"6773",1270,73,0,0,0,0,0.015917,0,1.111,237,684320,251050
"6774",3390,117,0,0,0,0,0.081675,0,0.364,322.58,691403,236502
"6775",2100,126,0,0,0,0,0.010989,0,0.977,221.74,677307,253811
"6776",2190,111,0,0,0,0,0.006818,0,0.408,250.62,678370,254672
"6777",1700,110,0,0,0,0,0.086317,0,1.056,416.46,677271,237015
"6778",2000,110,0,0,0,0,0.086317,0,1.056,416.46,677271,237015
"6779",990,55,1,1,0,0,0.023639,0,0.878,250.47,680490,259271
"6780",1650,70,0,0,0,0,0.005503,0,0.373,253.95,686270,256350
"6781",1980,100,0,1,0,0,0.067376,0,2.427,205.37,701073,250362
"6782",2600,140,1,1,0,0,0.069462,0,0.295,44.1,681205,242505
"6783",3200,224,0,1,0,0,0.075719,0,1.216,382.3,682721,274355
"6784",1150,40,0,1,0,0,0.062657,0,0.276,103.16,684433,240474
"6785",1450,54,1,1,0,0,0.034371,0,0.248,138.95,685970,236894
"6786",1290,80,0,1,0,0,0.106369,0,0.091,174.25,703506,261809
"6787",3370,98,0,0,0,0,0.124134,0,0.651,465.34,685408,244244
"6788",1250,50,0,0,0,0,0.090888,0,1.199,80.93,697450,260893
"6789",1338,96,0,1,0,0,0.050004,0,0.961,267.5,712227,236072
"6790",1000,68,0,1,0,0,0.010806,0,0.192,213.99,680958,258409
"6791",1490,74,0,1,0,0,0.032957,0,2.394,301.92,698655,246582
"6792",2600,85,0,1,0,0,0.056321,0,1.242,367,683670,249250
"6793",1650,75,0,0,0,0,0.116011,0,2.718,461.52,700658,253713
"6794",2650,95,1,1,0,0,0.040431,0,0.775,227.75,696658,233636
"6795",1720,93,1,1,0,0,0.009338,0,0.382,258.83,703510,242981
"6796",1430,93,0,1,0,0,0.061362,0,1.066,125.31,686409,250593
"6797",1600,85,0,1,0,0,0.109732,0,0.352,358.22,676551,239077
"6798",1338,96,0,1,0,0,0.050004,0,0.961,267.5,712227,236072
"6799",2790,118,0,1,0,0,0.05672,0,0.66,276.45,687636,252178
"6800",2000,124,1,1,0,0,0.009338,0,0.382,258.83,703510,242981
"6801",2050,124,1,1,0,0,0.009338,0,0.382,258.83,703510,242981
"6802",2150,124,1,1,0,0,0.009338,0,0.382,258.83,703510,242981
"6803",2060,107,1,1,0,0,0.013939,0,0.716,237,679734,248930
"6804",2700,110,0,1,0,0,0.038905,0,0.653,312.52,687609,245444
"6805",2115,132,1,1,0,0,0.009338,0,0.382,258.83,703510,242981
"6806",2590,145,1,1,0,0,0.009338,0,0.382,258.83,703510,242981
"6807",11200,280,0,1,0,0,0.075996,0,0.267,203.98,683765,247065
"6808",1297,74,0,0,0,0,0.023678,0,0.711,227.48,686935,255532
"6809",1450,80,0,0,0,0,0.004221,0,0.352,213.7,681595,247125
"6810",1640,93,0,0,0,0,0.023043,0,0.92,196.86,671983,251078
"6811",2450,110,0,0,0,0,0.025729,0,0.729,286.08,687810,245460
"6812",1650,76,0,0,0,0,0.005503,0,0.373,253.95,686270,256350
"6813",704,30,1,1,0,0,0.012149,0,0.869,227.96,683798,253372
"6814",1110,62,1,1,0,0,0.009586,0,0.627,269.22,693916,263042
"6815",759,25,1,0,0,0,0.003612,0,0.821,220,680955,248110
"6816",980,44,0,0,0,0,0.033375,0,1.29,225.85,681740,253255
"6817",3000,180,0,1,0,1,0.043622,0,0.573,219.53,694997,256875
"6818",2070,176,0,0,0,0,0.01197,0,0.41,132.18,700032,243910
"6819",1900,109,0,0,0,0,0.068931,1,1.336,252.99,683117,241017
"6820",2600,104,0,1,0,0,0.041184,0,0.424,326.29,686145,242002
"6821",2500,104,0,0,0,0,0.041184,0,0.424,326.29,686145,242002
"6822",5200,180,0,1,0,0,0.011536,0,0.757,268.2,684035,246055
"6823",1470,70,1,1,0,0,0.021249,0,0.658,215.88,676823,258966
"6824",1280,60,0,1,0,0,0.139721,0,0.539,459.27,712083,237039
"6825",1270,60,0,1,0,0,0.177155,0,0.508,506.15,712092,236926
"6826",1303,70,0,1,0,0,0.025026,0,0.341,269.47,675525,256404
"6827",1920,89,0,1,0,0,0.057249,0,2.441,141.77,690844,245299
"6828",1589,80,0,1,0,0,0.011428,0,0.539,270.76,699488,249329
"6829",1490,80,0,1,0,0,0.152372,0,1.938,404.85,678079,251005
"6830",1800,70,1,1,0,0,0.045566,0,1.379,270.04,679878,250752
"6831",1080,73,0,1,0,0,0.034936,0,0.59,191.98,699016,262784
"6832",2440,98,0,0,0,0,0.077294,0,0.288,82.58,687196,235071
"6833",1980,106,0,1,0,0,0.002122,0,0.103,242,694301,247279
"6834",2073,118,0,1,0,0,0.032905,0,0.826,153.28,682201,255730
"6835",2256,82,0,1,0,0,0.034184,0,1.456,301.74,680095,250720
"6836",1800,124,0,1,0,0,0.011282,0,0.818,284.95,676686,237321
"6837",2200,130,0,1,0,0,0.054125,0,0.569,357.56,676364,238555
"6838",2100,124,0,0,0,0,0.053512,0,0.574,170.31,693079,231942
"6839",3900,184,0,0,0,0,0.011784,0,0.854,267.49,686778,240842
"6840",1570,98,0,0,0,0,0.074415,0,1.731,302.07,676928,256395
"6841",2030,104,1,0,0,0,0.042063,0,0.187,231.81,676118,236557
"6842",1650,110,0,1,0,0,0.088346,0,2.283,419.02,701106,249982
"6843",2040,124,1,1,0,0,0.008436,0,0.427,263.3,703610,243006
"6844",2200,124,1,1,0,0,0.008436,0,0.427,263.3,703610,243006
"6845",2050,124,1,1,0,0,0.00913,0,0.381,260.35,703523,242991
"6846",2150,124,1,1,0,0,0.00913,0,0.381,260.35,703523,242991
"6847",2115,132,1,1,0,0,0.008436,0,0.427,263.3,703610,243006
"6848",708,36,0,0,0,0,0.098427,0,0.081,2.6,681390,243620
"6849",1133,72,0,0,0,0,0.060565,0,0.726,243.8,682518,239994
"6850",1620,75,0,1,0,0,0.003862,0,0.933,240.53,682358,248503
"6851",2480,115,0,1,0,0,0.018807,0,0.354,189.94,694418,240045
"6852",3050,90,0,0,1,0,0.077999,0,0.209,390.23,685984,242608
"6853",1660,93,1,1,0,0,0.00913,0,0.381,260.35,703523,242991
"6854",1830,93,1,1,0,0,0.00913,0,0.381,260.35,703523,242991
"6855",1775,80,0,1,0,0,0.019002,0,0.061,195.52,693563,231748
"6856",2290,152,0,0,0,0,0.123323,0,0.334,85.19,686731,255955
"6857",1038,47,0,0,0,0,0.085965,0,0.732,80.16,676562,259014
"6858",1404,76,0,0,0,0,0.081511,0,0.348,39.38,681863,240293
"6859",1376,91,0,0,0,0,0.083478,0,0.873,194.82,682643,240083
"6860",1133,72,0,0,0,0,0.060565,0,0.726,243.8,682518,239994
"6861",2472,156,0,0,0,0,0.079752,0,1.497,411.65,678080,243671
"6862",1270,66,0,0,0,0,0.006434,0,0.659,235.09,679008,259830
"6863",1180,55,0,0,0,0,0.033109,0,0.636,183.23,698974,262586
"6864",3050,122,0,0,0,0,0.041799,0,0.959,335.62,686915,245865
"6865",2000,92,0,0,0,0,0.02038,0,0.678,275.74,679772,259574
"6866",1601,92,0,0,0,0,0.016044,0,0.654,256.17,679754,259547
"6867",1050,50,0,0,0,0,0.05996,0,0.89,94.88,687773,234218
"6868",2000,137,0,0,0,0,0.025434,0,0.594,217.44,679694,259530
"6869",1600,75,0,0,0,0,0.099756,0,1.39,295.7,679295,250890
"6870",1525,63,0,1,0,0,0.00887,0,0.217,219.24,683530,251585
"6871",3550,145,0,1,0,0,0.014484,0,0.468,271.31,683624,241722
"6872",2500,150,0,1,0,0,0.026119,0,0.094,154.69,686194,236706
"6873",1205,50,1,0,0,0,0.027351,0,0.304,153.75,694341,240015
"6874",1850,60,0,1,0,0,0.11763,0,1.035,361.9,679525,250510
"6875",1980,140,0,1,0,0,0.088346,0,2.283,419.02,701106,249982
"6876",1158,72,0,1,0,0,0.013708,0,2.463,246.26,680991,262526
"6877",1500,75,0,1,0,0,0.059668,0,0.387,135.55,680275,252585
"6878",1675,83,1,1,0,0,0.023865,0,0.352,161.28,694372,239977
"6879",2104,131,1,1,0,0,0.008941,0,0.796,265.12,686711,256733
"6880",1485,90,0,1,0,0,0.06525,0,1.322,276.46,691851,264512
"6881",2250,110,0,0,0,0,0.003562,0,0.471,241.85,697257,261785
"6882",2985,180,0,1,0,0,0.022687,0,0.949,198.7,687498,252808
"6883",1435,94,0,0,0,0,0.021225,0,0.666,208.74,694488,246700
"6884",1110,60,0,0,0,0,0.006609,0,0.365,241.61,699736,264039
"6885",1775,99,0,0,0,0,0.006268,0,0.16,258.79,694052,247238
"6886",1491,95,0,0,0,0,0.003047,0,0.825,239.5,693526,247775
"6887",1545,105,0,0,0,0,0.044163,0,0.49,245.4,698698,262146
"6888",1385,85,0,0,0,0,0.018514,0,0.555,253.15,699146,264019
"6889",1833,97,0,0,0,0,0.010627,0,0.684,257.93,683470,253280
"6890",1496,75,1,1,0,0,0.008372,0,0.458,246.01,688973,250766
"6891",2150,125,1,1,0,0,0.06554,0,0.576,128.24,676735,259089
"6892",3750,170,1,1,0,0,0.193658,0,0.98,168.19,675429,259603
"6893",1170,42,0,1,0,0,0.053573,0,0.941,332.22,695190,235295
"6894",1000,35,0,1,0,0,0.060917,0,1.442,371.86,685320,246345
"6895",1240,30,0,1,0,0,0.070291,0,1.877,379.81,685145,248205
"6896",920,35,0,1,0,0,0.0683,0,0.392,123.7,680260,252590
"6897",932,60,0,1,0,0,0.125881,0,0.818,90.65,706035,253532
"6898",1650,67,1,1,0,0,0.053718,0,0.486,326.99,694680,234833
"6899",1580,65,0,1,0,0,0.075551,0,1.043,401.72,686439,246041
"6900",1581,50,0,1,1,0,0.004616,0,0.614,215.88,682070,247890
"6901",1195,60,0,1,0,0,0.070178,0,0.878,274.28,682417,263469
"6902",1410,67,1,1,0,0,0.023222,0,0.11,276.52,676096,239136
"6903",2750,160,0,1,0,0,0.031391,0,1.698,302.89,690952,255928
"6904",2180,98,0,1,0,0,0.12185,0,0.857,164.04,682556,240570
"6905",1680,102,0,0,0,0,0.034406,0,3.276,276.73,692882,258570
"6906",1501,97,1,1,0,0,0.067511,0,1.643,311.28,676836,256446
"6907",1580,90,0,1,0,0,0.00332,0,1.021,242,688530,250065
"6908",1620,85,0,1,0,0,0.036036,0,0.465,248.53,694651,253612
"6909",2870,100,1,1,0,0,0.033323,0,0.573,297.3,688805,237973
"6910",1810,106,0,0,0,0,0.003064,0,0.09,268.35,692119,248988
"6911",3950,130,1,0,0,0,0.044912,0,0.823,335.57,683120,249770
"6912",7770,270,1,1,0,0,0.074617,0,0.289,415.66,683480,248170
"6913",1850,120,0,0,0,0,0.00715,1,0.972,252.81,694186,263275
"6914",1510,82,0,0,0,0,0.006707,0,0.541,243.5,692640,248930
"6915",1260,56,0,0,0,0,0.043044,0,1.269,134.56,697557,260881
"6916",1492,84,0,0,0,0,0.022687,0,2.131,170.58,691013,247067
"6917",2170,113,0,0,0,0,0.018707,0,0.475,239.51,696512,251426
"6918",1680,100,0,0,0,0,0.033773,0,2.809,281.84,700162,239878
"6919",1830,103,0,0,0,0,0.017799,0,0.112,279.01,699112,249100
"6920",2100,142,0,0,0,0,0.017799,0,0.112,279.01,699112,249100
"6921",1950,121,0,0,0,0,0.013965,0,0.517,268.36,698788,249571
"6922",2100,124,0,0,0,0,0.031637,0,0.602,260.36,675530,256803
"6923",1150,50,1,1,0,0,0.007417,0,0.561,263.5,697291,262171
"6924",748,28,0,0,0,0,0.038185,0,0.388,175.94,680170,252695
"6925",1690,95,0,0,1,0,0.069385,0,1.339,389.16,678328,243430
"6926",675,25,1,1,0,0,0.00217,0,0.865,220,686560,251255
"6927",1170,73,0,1,0,0,0.048913,0,0.619,312,698352,261987
"6928",1088,47,0,1,0,0,0.010089,0,1.108,232.53,695865,262494
"6929",1700,110,0,1,0,0,0.092239,0,1.328,430.37,678055,244180
"6930",1214,72,0,1,0,0,0.124924,0,1.088,477.34,676652,238110
"6931",1427,82,1,1,0,0,0.032358,0,1.334,307.46,685855,253133
"6932",2285,119,0,1,0,0,0.089694,0,1.542,381.19,692733,236362
"6933",1491,98,0,0,0,0,0.062166,0,1.61,283.54,676807,256392
"6934",1640,100,0,0,0,0,0.025898,0,0.733,266.98,695293,267040
"6935",1200,69,0,0,0,0,0.021092,0,1.062,214.48,704529,242930
"6936",1765,93,0,0,0,0,0.005812,0,0.343,259.55,701402,247269
"6937",2550,140,0,0,0,0,0.010163,0,0.312,227.73,689144,250422
"6938",1790,100,0,0,0,0,0.018729,0,1.356,256.23,697945,244663
"6939",2320,140,0,0,0,0,0.050274,0,0.585,210.46,702266,242284
"6940",2080,124,0,0,0,0,0.050274,0,0.585,210.46,702266,242284
"6941",1980,124,0,0,0,0,0.050274,0,0.585,210.46,702266,242284
"6942",2020,124,0,0,0,0,0.050274,0,0.585,210.46,702266,242284
"6943",2060,124,0,0,0,0,0.050274,0,0.585,210.46,702266,242284
"6944",1230,52,0,0,0,0,0.025564,0,1.257,273.8,683370,250550
"6945",1350,84,0,0,0,0,0.068916,0,1.783,194.17,688546,233631
"6946",1515,94,0,0,0,0,0.032714,0,1.783,180.02,688474,233594
"6947",1565,98,0,0,0,0,0.030323,0,0.547,208.7,706529,239562
"6948",1374,80,0,0,0,0,0.003426,0,0.435,242.7,693773,247219
"6949",1281,81,0,0,0,0,0.002463,0,0.344,242,693857,247276
"6950",1436,100,0,0,0,0,0.017489,0,0.38,260.12,693874,247495
"6951",1900,110,0,0,0,0,0.011606,0,0.382,262.97,678165,254844
"6952",1380,68,0,0,0,0,0.051392,0,1.014,290.43,673514,250004
"6953",720,30,0,0,0,0,0.051392,0,1.014,290.43,673514,250004
"6954",3300,130,0,0,0,0,0.05069,0,1.421,351.42,684615,248235
"6955",1815,115,0,0,0,0,0.018042,0,3.66,200.18,699908,237784
"6956",1815,115,0,0,0,0,0.018042,0,3.66,200.18,699908,237784
"6957",1300,49,0,0,0,0,0.005505,0,0.078,262.74,696787,261977
"6958",1120,68,0,0,0,0,0.023099,0,0.425,221.9,672570,250419
"6959",1550,88,0,0,0,0,0.00305,0,0.305,244.26,692271,249153
"6960",3430,127,0,0,0,0,0.06937,0,0.323,124.71,688125,244832
"6961",1330,67,0,0,0,0,0.011485,0,0.66,247,687010,256252
"6962",1960,89,0,0,0,0,0.046458,0,0.382,246,683775,252525
"6963",1570,97,1,1,0,0,0.006871,0,0.53,244.32,692616,248780
"6964",1471,96,0,1,0,0,0.061093,0,0.287,107.14,680883,258025
"6965",1850,120,0,0,0,0,0.00715,1,0.972,252.81,694186,263275
"6966",2100,115,0,0,0,0,0.00715,1,0.972,252.81,694186,263275
"6967",2030,107,1,1,0,0,0.009344,0,1.288,258.83,701900,264232
"6968",1900,70,0,1,0,0,0.024509,0,1.247,165.2,682625,243355
"6969",2420,100,0,0,0,0,0.049264,0,0.952,336.49,688371,238250
"6970",1695,92,0,0,0,0,0.036093,0,1.605,190.38,675167,237872
"6971",1340,64,0,0,0,0,0.013457,0,1.541,128.66,679335,242334
"6972",1750,80,0,0,0,0,0.004688,0,0.829,251.8,689688,253385
"6973",1240,65,0,1,0,0,0.016275,0,0.386,217.87,681177,258384
"6974",1270,75,0,1,0,0,0.142512,0,0.6,357.92,702960,262161
"6975",1195,75,0,0,0,0,0.041069,0,0.558,206.35,675297,249949
"6976",1845,88,0,1,0,0,0.025427,0,1.167,285.26,698384,232840
"6977",1549,75,1,1,0,0,0.010187,0,0.564,256.88,696393,245673
"6978",1600,89,0,0,0,0,0.005539,0,1.748,250.58,693642,249723
"6979",1420,75,0,0,0,0,0.002286,0,0.519,265.5,698911,261181
"6980",5305,155,1,1,0,0,0.112419,0,1.407,353.28,685155,247435
"6981",2820,107,1,0,0,0,0.045695,0,1.026,350.25,684925,246850
"6982",1590,90,0,0,1,0,0.03228,0,0.506,295.72,683757,252236
"6983",2080,123,0,1,0,0,0.014929,0,0.506,231.54,697220,261618
"6984",1610,86,1,1,0,0,0.117464,0,1.131,127.76,690171,255876
"6985",1050,65,0,0,0,0,0.057095,0,0.441,121.65,687501,234617
"6986",1600,93,0,1,0,0,0.09639,0,0.45,466.84,697308,251511
"6987",4500,120,0,1,0,0,0.07758,0,0.258,374.37,688966,237202
"6988",1369,77,0,1,0,0,0.096984,0,1.858,333.57,677729,251193
"6989",1450,81,0,0,0,0,0.023275,0,2.061,289.18,693996,249707
"6990",1550,90,1,0,0,0,0.005684,0,0.765,216.7,681330,247810
"6991",1500,85,0,1,0,0,0.072612,0,0.451,81,683825,252450
"6992",2100,104,0,0,0,0,0.070679,0,2.104,99.89,689419,246056
"6993",2480,143,0,0,0,0,0.063086,0,2.107,90.53,689825,245639
"6994",1460,80,0,0,0,0,0.02499,0,1.692,284.65,676852,251816
"6995",1489,45,0,0,0,0,0.003047,0,0.243,202.9,682155,247395
"6996",2050,106,0,1,0,0,0.092239,0,1.328,430.37,678055,244180
"6997",2406,80,1,1,0,0,0.033566,0,0.616,242.6,682220,245350
"6998",1910,111,1,1,0,0,0.011128,0,0.938,188.31,682554,240987
"6999",1920,98,0,0,0,0,0.004688,0,0.829,251.8,689688,253385
"7000",2076,120,0,1,0,0,0.023679,0,0.755,170.04,676738,258892
"7001",1770,88,1,1,0,0,0.025245,0,0.196,250.34,672678,250082
"7002",1825,120,0,1,0,0,0.004646,0,1.056,220,688336,249711
"7003",1866,100,0,1,0,0,0.018389,0,0.735,261.87,684956,254577
"7004",1750,110,0,1,0,0,0.024439,0,2.559,278.08,696449,248893
"7005",2451,140,0,1,0,0,0.014622,0,0.354,188.45,694423,240006
"7006",2090,120,1,1,0,0,0.013997,0,1.167,239.08,693996,273053
"7007",2520,120,0,1,0,0,0.015737,0,0.364,280.5,686274,241237
"7008",2068,145,0,0,0,0,0.022667,0,3.391,177.92,687201,260682
"7009",2190,117,0,1,0,0,0.011636,0,3.583,216.08,678281,263163
"7010",2050,140,0,1,1,0,0.012544,0,0.569,250.24,670767,262469
"7011",1850,109,1,1,0,0,0.008383,0,1.02,234.23,672180,261818
"7012",1520,100,1,1,0,0,0.057364,0,0.728,105.75,694100,227900
"7013",2150,98,0,1,0,0,0.038288,0,0.43,186.99,685413,238626
"7014",2900,160,0,1,0,0,0.015418,0,1.777,238.61,675965,252072
"7015",1510,95,1,1,0,0,0.045222,0,2.355,297.74,694282,249785
"7016",1980,107,1,1,0,0,0.016747,0,0.895,264.41,686222,252442
"7017",1730,95,0,1,0,0,0.03126,0,0.681,272.66,687587,252346
"7018",3430,127,0,1,0,0,0.06937,0,0.323,124.71,688125,244832
"7019",3044,140,0,1,0,0,0.036161,0,0.137,216.91,687764,244584
"7020",2500,121,0,1,0,0,0.040779,0,0.596,149.53,682504,244037
"7021",1450,62,0,1,0,0,0.083474,0,0.321,57.93,681574,241570
"7022",1700,85,0,0,0,0,0.009006,0,1.253,254.4,693349,248796
"7023",1250,60,0,1,0,0,0.075829,0,0.346,43.95,681659,240944
"7024",1310,65,0,1,0,0,0.089411,0,1.912,117.69,685165,250860
"7025",2025,115,0,0,0,0,0.07229,0,1.654,385.05,697871,244032
"7026",1310,65,0,0,0,0,0.048586,0,0.243,167.43,685386,238844
"7027",1310,58,0,1,0,0,0.007225,0,0.523,252.5,697248,262169
"7028",1850,83,0,1,1,0,0.040762,0,0.221,147.67,687817,235013
"7029",1165,61,0,0,0,0,0.02016,0,0.685,259.04,685013,254635
"7030",1200,57,1,1,0,0,0.003732,0,0.248,220,682065,247115
"7031",1550,55,0,1,0,0,0.04295,1,1.332,341.82,683595,250010
"7032",2000,128,0,1,0,0,0.051828,0,2.326,362.88,683644,262174
"7033",1814,100,1,1,0,0,0.042795,0,1.601,235.68,692780,236460
"7034",2075,114,1,1,0,0,0.042256,0,0.657,335,695554,234461
"7035",2445,150,0,1,0,0,0.032126,0,3.152,316.28,684152,259285
"7036",1400,76,0,1,0,0,0.018465,0,3.013,212.82,690537,246292
"7037",1636,70,1,1,0,0,0.026504,0,1.371,223.82,689067,249270
"7038",1150,64,0,0,0,0,0.090555,0,0.777,136.96,688146,234564
"7039",2495,90,0,1,0,0,0.115916,0,0.273,45.15,684157,240325
"7040",1200,62,0,1,0,0,0.009409,0,0.185,263.44,703392,243140
"7041",1310,57,0,1,0,0,0.007225,0,0.523,252.5,697248,262169
"7042",2200,170,0,1,0,0,0.021277,0,0.767,246.69,699588,259929
"7043",1740,64,0,1,0,0,0.00703,0,0.305,219.1,681595,247310
"7044",1784,76,1,1,0,0,0.071451,0,0.217,128.75,681670,246435
"7045",1645,70,0,1,0,0,0.03102,0,0.701,176.06,679688,247201
"7046",1295,60,1,1,0,0,0.002326,0,0.882,242,686295,251470
"7047",4250,150,0,1,0,0,0.064331,0,0.234,369.21,687412,240002
"7048",2647,210,0,1,0,0,0.044787,0,1.384,306.37,676589,261652
"7049",818,27,0,0,0,0,0.004675,0,1.14,227.59,688492,249873
"7050",1655,71,0,0,0,0,0.014386,0,0.688,166.95,674116,248370
"7051",1310,68,0,0,0,0,0.022885,0,0.668,272.72,675745,256686
"7052",1370,75,0,0,0,0,0.027162,0,1.109,203.38,704474,242921
"7053",2000,100,0,0,0,0,0.006955,0,0.131,257.2,705968,239573
"7054",1540,78,0,0,0,0,0.010187,0,0.564,256.88,696393,245673
"7055",1405,86,0,0,0,0,0.009854,0,1.514,217,701690,234410
"7056",1250,55,0,0,0,0,0.013025,0,0.861,264.31,684045,251134
"7057",1410,35,0,0,0,0,0.041369,0,0.551,325.65,683525,247655
"7058",797,30,0,1,0,0,0.025168,0,1.33,196.96,682170,251770
"7059",1400,74,0,1,0,0,0.01255,0,0.713,254.97,694393,246614
"7060",1536,80,0,1,0,0,0.017527,0,0.647,209.98,676727,250140
"7061",1250,70,0,1,0,0,0.022686,0,0.758,189.1,685038,238260
"7062",2356,102,0,0,0,0,0.007726,0,0.571,247.57,679296,248929
"7063",1600,66,0,1,0,0,0.014386,0,0.525,246.75,681340,246800
"7064",1480,65,0,1,0,0,0.034656,0,0.551,286.41,679743,259293
"7065",1503,73,0,1,0,0,0.013265,0,0.536,265.12,699684,260162
"7066",1510,79,1,1,0,0,0.033141,0,1.219,195.89,700805,262515
"7067",1860,87,0,1,0,0,0.036011,0,0.156,216.77,683551,252641
"7068",1630,92,0,1,0,0,0.102649,0,1.076,277.22,695893,233986
"7069",2380,118,0,1,0,0,0.011636,0,3.583,216.08,678281,263163
"7070",2196,114,1,1,0,0,0.010473,0,0.863,270.6,702715,242665
"7071",2067,114,1,1,0,0,0.006722,0,0.68,251.08,696099,244881
"7072",1286,63,0,1,0,0,0.005901,0,1.001,240.54,688403,250508
"7073",2400,104,0,1,0,0,0.019092,0,2.38,276.85,683559,262080
"7074",1650,87,1,1,0,0,0.041557,0,0.569,293.03,682766,263735
"7075",1650,87,1,1,0,0,0.032917,0,0.553,304.27,682756,263750
"7076",2200,123,1,1,0,0,0.009223,0,0.325,249.94,694423,227501
"7077",2015,90,0,1,0,0,0.068216,0,0.235,325.76,687231,252045
"7078",3500,120,0,1,0,0,0.067273,0,0.934,392.28,683360,249020
"7079",2010,103,1,1,0,0,0.036011,0,0.156,216.77,683551,252641
"7080",2300,123,1,1,0,0,0.087459,0,0.106,202.5,683475,252675
"7081",1590,83,0,0,0,0,0.036833,0,0.797,236.17,697478,233702
"7082",1849,90,0,0,0,0,0.020911,0,0.678,169.43,674123,248345
"7083",990,57,0,0,0,0,0.043964,0,0.536,327.92,686738,255584
"7084",976,66,0,0,0,0,0.037657,0,0.597,267.11,686747,255514
"7085",1215,60,0,0,0,0,0.018767,0,0.728,265.95,685197,254501
"7086",1330,77,0,0,0,0,0.011152,0,1.343,236.33,687040,246230
"7087",1750,103,0,0,0,0,0.004344,0,1.15,220,688480,249806
"7088",1080,50,0,0,0,0,0.05996,0,0.89,94.88,687773,234218
"7089",1140,62,0,0,0,0,0.011109,0,1.048,263.23,696005,244416
"7090",1170,65,0,0,0,0,0.113144,0,0.516,71.2,699123,263503
"7091",1280,51,0,0,0,0,0.036141,0,1.59,305.16,679305,251090
"7092",1150,68,0,0,0,0,0.050366,0,1.587,314.81,695538,262862
"7093",1620,93,0,0,0,0,0.014397,0,0.915,195.84,671990,251095
"7094",1350,87,0,0,0,0,0.014925,0,1.288,205.22,682446,263037
"7095",1380,71,0,0,0,0,0.028419,0,0.617,311.73,685230,254607
"7096",1900,120,0,0,0,0,0.007413,0,0.712,257.18,701402,264583
"7097",1590,94,0,0,0,0,0.022951,0,0.493,249.11,675431,256735
"7098",2660,163,0,0,0,0,0.055106,0,1.213,341.95,676479,247255
"7099",2350,99,0,0,0,0,0.018814,0,3.472,212.33,678243,263050
"7100",1400,75,0,0,0,0,0.002088,0,0.956,261.07,689068,249704
"7101",1840,95,0,0,0,0,0.076223,0,0.735,382.99,694467,235467
"7102",1285,59,0,0,0,0,0.010736,0,0.149,260.94,703446,243272
"7103",1500,80,0,1,0,0,0.029281,0,2.32,196.27,702959,235088
"7104",1084,54,1,0,0,0,0.01162,0,0.348,271.9,689504,255235
"7105",2230,93,0,1,0,0,0.105932,0,1.439,465.44,687574,242268
"7106",865,38,1,0,0,0,0.01162,0,0.348,271.9,689504,255235
"7107",805,38,1,1,0,0,0.044509,1,1.143,191.65,680808,251799
"7108",820,28,0,1,0,0,0.016551,0,0.591,205.8,678765,249250
"7109",789,33,0,1,0,0,0.004005,0,1.257,205.09,685880,251430
"7110",1400,65,1,1,0,0,0.008076,0,1.162,234.6,679940,248530
"7111",1459,110,0,1,0,0,0.029764,0,2.803,297.58,673947,235076
"7112",3650,130,1,1,0,0,0.014427,0,0.441,271.55,684305,246625
"7113",1608,86,0,1,0,0,0.006495,0,0.698,247.13,696003,245158
"7114",2350,99,1,0,0,0,0.042439,0,3.323,130.26,678193,262896
"7115",998,70,0,1,0,0,0.038764,0,0.3,205,699300,262700
"7116",970,55,0,1,0,0,0.012674,0,2.789,262.79,696905,241270
"7117",1275,55,1,1,0,0,0.009691,0,1.904,263.14,693968,249270
"7118",1250,80,0,1,0,0,0.037679,0,0.388,275.4,700124,260113
"7119",1830,78,0,1,0,0,0.052121,0,1.49,317.04,679180,250985
"7120",1590,92,0,1,0,0,0.015159,0,1.467,255.26,701432,240517
"7121",2050,110,0,1,0,0,0.076195,0,0.981,369.71,686723,256926
"7122",2350,99,0,1,0,0,0.042439,0,3.323,130.26,678193,262896
"7123",1790,108,1,1,0,0,0.027389,0,0.45,265.49,679632,259326
"7124",2376,105,0,1,0,0,0.025292,0,0.161,260.86,677657,246564
"7125",5800,186,0,1,0,0,0.054964,0,0.068,347.26,677455,246549
"7126",1850,105,0,1,0,0,0.06425,0,0.869,380.27,678202,242970
"7127",1990,127,1,1,0,0,0.027389,0,0.45,265.49,679632,259326
"7128",1408,66,1,0,0,0,0.01162,0,0.348,271.9,689504,255235
